Indicator ID,Name,Notes
SE.PRM.CONT,Teacher Content Knowledge,"School survey.  Fraction correct on teacher assessment.  In the future, we will align with SDG criteria for minimum proficiency.  We have dropped the ""correct the letter"" exercise from the teacher assessment, due to cross,country comparability issues."
SE.PRM.CONT.1,(De Facto) Percent of teachers proficient in the subjects they teach,
SE.PRM.CONT.1.F,(De Facto) Percent of teachers proficient in the subjects they teach - Female,
SE.PRM.CONT.1.M,(De Facto) Percent of teachers proficient in the subjects they teach - Male,
SE.PRM.CONT.1.R,(De Facto) Percent of teachers proficient in the subjects they teach - Rural,
SE.PRM.CONT.1.U,(De Facto) Percent of teachers proficient in the subjects they teach - Urban,
SE.PRM.CONT.2,(De Facto) Percent of teachers proficient in the subject of language,
SE.PRM.CONT.2.F,(De Facto) Percent of teachers proficient in the subject of language - Female,
JI.AGE.MPYR,"Average age of employers, aged 15-64, total",
JI.AGE.MPYR.FE,"Average age of employers, aged 15-64, female",
JI.AGE.MPYR.HE,"Average age of employers, aged 15-64, above primary education",
JI.AGE.MPYR.LE,"Average age of employers, aged 15-64, primary education and below",
JI.AGE.MPYR.MA,"Average age of employers, aged 15-64, male",
JI.AGE.MPYR.OL,"Average age of employers, aged 25-64",
JI.AGE.MPYR.RU,"Average age of employers, aged 15-64, rural",
JI.AGE.MPYR.UR,"Average age of employers, aged 15-64, urban",
JI.AGE.MPYR.YG,"Average age of employers, aged 15-24",
JI.AGE.SELF,"Average age of self-employed or unpaid workers, aged 15-64, total",
JI.AGE.SELF.FE,"Average age of self-employed or unpaid workers, aged 15-64, female",
JI.AGE.SELF.HE,"Average age of self-employed or unpaid workers, aged 15-64, above primary education",
JI.AGE.SELF.LE,"Average age of self-employed or unpaid workers, aged 15-64, primary education and below",
JI.AGE.SELF.MA,"Average age of self-employed or unpaid workers, aged 15-64, male",
JI.AGE.SELF.OL,"Average age of self-employed or unpaid workers, aged 25-64",
JI.AGE.SELF.RU,"Average age of self-employed or unpaid workers, aged 15-64, rural",
JI.AGE.SELF.UR,"Average age of self-employed or unpaid workers, aged 15-64, urban",
JI.AGE.SELF.YG,"Average age of self-employed or unpaid workers, aged 15-24",
JI.AGE.TOTL,"Average age, total",
JI.AGE.TOTL.FE,"Average age, female",
JI.AGE.TOTL.HE,"Average age, above primary education",
JI.AGE.TOTL.LE,"Average age, primary education and below",
JI.AGE.TOTL.MA,"Average age, male",
JI.AGE.TOTL.OL,"Average age, aged 25-64",
JI.AGE.TOTL.RU,"Average age, rural",
JI.AGE.TOTL.UR,"Average age, urban",
JI.AGE.TOTL.YG,"Average age, aged 15-24",
JI.AGE.WAGE,"Average age of wage workers, aged 15-64, total",
JI.AGE.WAGE.FE,"Average age of wage workers, aged 15-64, female",
JI.AGE.WAGE.HE,"Average age of wage workers, aged 15-64, above primary education",
JI.AGE.WAGE.LE,"Average age of wage workers, aged 15-64, primary education and below",
JI.AGE.WAGE.MA,"Average age of wage workers, aged 15-64, male",
JI.AGE.WAGE.OL,"Average age of wage workers, aged 25-64",
JI.AGE.WAGE.RU,"Average age of wage workers, aged 15-64, rural",
JI.AGE.WAGE.UR,"Average age of wage workers, aged 15-64, urban",
JI.AGE.WAGE.YG,"Average age of wage workers, aged 15-24",
JI.AGE.WORK,"Average age of workers, aged 15-64, total",
JI.AGE.WORK.FE,"Average age of workers, aged 15-64, female",
JI.AGE.WORK.HE,"Average age of workers, aged 15-64, above primary education",
JI.AGE.WORK.LE,"Average age of workers, aged 15-64, primary education and below",
JI.AGE.WORK.MA,"Average age of workers, aged 15-64, male",
JI.AGE.WORK.OL,"Average age of workers, aged 25-64",
JI.AGE.WORK.RU,"Average age of workers, aged 15-64, rural",
JI.AGE.WORK.UR,"Average age of workers, aged 15-64, urban",
JI.AGE.WORK.YG,"Average age of workers, aged 15-24",
JI.AGR.AGES,"Average age of workers in the agricultural sector, aged 15-64, total",
JI.AGR.AGES.FE,"Average age of workers in the agricultural sector, aged 15-64, female",
JI.AGR.AGES.HE,"Average age of workers in the agricultural sector, aged 15-64, above primary education",
